,first,second,label
18,Jehoshafat son da-mi Joram.,"Eena dehn dayz bifoa di flod, peepl mi-di eet op ahn jrink op laik notn, ahn dehn mi-di geh marid ahn soh, rait op tu di veri day wen Noawa gaan eena di aak; ahn dehn neva noa weh kech dehn til wen di flod kohn ahn wash aala dehn weh.",0
19,Joram son da-mi Uzaiya.,"Now Jeezas stan op fronta Pailat, weh da-mi di govna, ahn Pailat aks ahn seh, “Yoo da di king a di Jooz?”  Ahn Jeezas ansa seh, “Yu rait wen yu seh dat.” Bot wen di cheef prees dehn ahn di Jooish leeda dehn akyooz ahn, ih neva ansa nat wan werd.",0
20,Uzaiya son da-mi Jotam.,Ih fays mi brait laik laitnin ahn ih kloaz mi wait laik snoa.,0
21,Jotam son da-mi Ayhaz.,"Di deeman dehn bayg Jeezas seh, “If yu chays wi owta dehn man ya, den pleez sen wi eena dehn pig deh noh!”  Jeezas tel dehn seh, “Goh, den.” Ahn rait away di eevl spirit dehn kom owta di man dehn ahn gaan eena di pig dehn, ahn di hoal bonch a dehn rosh dong di said a di hil weh mi wel ahn hai, ahn aala dehn jrap eena di lagoon ahn jrongdid.",0
22,Ayhaz son da-mi Hezikaiya.,"Now wen Jeezas yehr seh dat dehn mi dash Jan di Baptis eena jayl, ih gaahn bak da Gyalilee.",0
23,Hezikaiya son da-mi Manaaseh.,"Rait den dehn hala owt, “Son a Gaad, da weh yoo waahn wid wee?",0
24,Manaaseh son da-mi Amon.,Den dehn ga sohn neks wan weh stan soh sayka weh ada peepl du tu dehn.,0
25,Amon son da-mi Josaiya.,Jeezas gaan aal oava Gyalilee di teech eena dehn meetn plays dehn.,0
26,Josaiya son da-mi Jekonaiya ahn ih breda dehn.,"Kleen di eensaid a di kop fos, den di owtsaid wahn kleen tu.",0
27,Dehn mi baan rong di taim wen di peepl dehn fahn Babilan mi kyapcha dehn wan fahn Izrel ahn ton dehn intu slayv.,Da mee.,0
28,Now afta dehn kyapcha dehn:  Jekonaiya son da-mi Sheyaltyel.,"Eni a unu weh ga ayz fi yehr, unu lisn gud!",0
29,Sheyaltyel son da-mi Zerubabel.,"Den di faama servant dehn kohn kohn aks ahn seh, ‘Sa, yoo neva skyata gud seed eena yu feel?",0
30,Zerubabel son da-mi Abiyud.,"Soh Jeezas heel ahn, ahn den di man kuda mi taak ahn si.",0
31,Abiyud son da-mi Elaiyakim.,Da sayhn taim deh dehn mi ga wahn prizna weh evribadi mi noa weh nayhn Baraabas.,0
32,Elaiyakim son da-mi Azor.,"Da sayhn way wid unu—pahn di owtsaid unu luk soh raichos, bot eensaid unu da reel hipokrit ahn unu wikid no miks.",0
33,Azor son da-mi Zaydak.,"Di amonk a peepl weh mi eet da day da-mi foa towzn man, bisaidz uman ahn pikni.",0
34,Zaydak son da-mi Akim.,"Den yu goh rait dong til evribadi geh pay.’  “Wen dehn wan weh dehn haiya faiv aklak kohn, dehn geh pay di yoozhwal pay weh yu geh fi wahn day.",0
35,Akim son da-mi Eliyud.,"Da hoo gi yoo dis atariti?”  Jeezas tel dehn seh, “Mek Ai aks unu wahn kweschan tu.",0
36,Eliyud son da-mi Eliyayza.,"Unu wahn si ahn deh.’ Dat da di mesij weh Ah ga fi unu.”  Now di laydi dehn tek fut owta dehsoh; dehn mi fraitn ahn glad sayhn taim, ahn dehn ron fi gaahn tel ih disaipl dehn.",0
37,Eliyayza son da-mi Matan.,"Insteda dat, yu wahn put it hai soh dat ih ku lait op di hoal plays.",0
38,Matan son da-mi Jaykop.,Soh dat shoa dat weh Aizaiya di prafit mi seh bowt dehn kohn chroo.,0
39,Jaykop son da-mi Joazef.,Den di ilebm disaipl dehn gaahn da Gyalilee da di mongtin weh Jeezas mi tel dehn fi goh.,0
40,Joazef waif da-mi Mayri.,"Bot az fi dehn wan weh noh ga notn, eevn weh dehn ga wahn geh tek weh fahn dehn.",0
41,Mayri da-mi Jeezas ma.,"Ahn pahn tap a dat, unu wahn ku tel dis mongtin, ‘Hais yuself op ahn hib yuself eena di see,’ ahn ih wahn hapm.",0
42,Ahn dehn kaal Jeezas di Krais.,Evribadi eena di tong gaahn gaahn meet Jeezas.,0
43,Soh fahn Aybraham tu Dayvid da foateen jenarayshan.,"Soh unu fi bee waiz laik wahn snayk, bot sayhn taim, unu fi bee laik dehn dov weh noh wahn hert nobadi.",0
44,Den fahn Dayvid tu di taim wen Izrel mi ton slayv da Babilan da foateen jenarayshan.,"Bot if unu noh fagiv ada peepl fi weh dehn du unu, den unu Faada noh wahn fagiv unu needa.",0
45,Ahn fahn da taim tu di taim a Jeezas da wahn nada foateen jenarayshan.,"Now wen unu pray, noh du it laik dehn hipokrit dehn weh laik stan op ahn pray eena di meetn plays dehn ahn pahn schreet kaana weh evribadi ku si dehn.",0
46,Dis da how Jeezas Krais mi baan.,"Wen ih si di krowd a peepl dehn, ih haat gaan owt tu dehn kaa dehn mi kanfyooz ahn dehn neva ga nobadi fi help dehn, sayhn laik dehn sheep weh noh ga nobadi fi main dehn.",0
47,"Ih ma Mayri mi sopoas tu marid tu Joazef, bot bifoa dehn ku geh marid, di Hoali Spirit mek ih geh pregnant.","Insteda du dat, sayv op richiz eena hevn fi unuself, wichpaa insek kyaahn eet it, ih kyaahn geh rosti, ahn teef kyaahn teef it needa.",0
48,"Now Joazef weh Mayri mi fi marid tu, da-mi wahn raichos man, ahn ih neva waahn shaym Mayri fronta evribadi, soh ih mek op ih main fi lef ahn widowt nobadi noa.","Wahn mayd kohn tu ahn, ahn seh, “Yoo anaal mi deh wid Jeezas weh kohn fahn Gyalilee.”  Bot Peeta neva oan op tu it.",0
49,"Now wail Joazef stil mi-di tink bowt it, wahn aynjel fahn di Laad kohn tu ahn eena wahn jreem ahn tel ahn seh, “Joazef, yoo weh kohn fahn Dayvid famili lain, noh frayd fi marid tu Mayri.",Ih tek Mayri ahn marid tu ahn.,0
50,Da baybi weh deh eena ih beli da fahn di Hoali Spirit.,"If unu ku ansa it, den Ah wahn tel unu weh Ai geh di atariti fi du dehnya ting.",0
51,"Shee wahn ga wahn son, ahn yu fi naym ahn Jeezas, weh meen ‘Gaad sayv,’ kaa da hihn wahn sayv ih peepl dehn fahn dehn sin.”  Aala dis hapm soh dat weh Gaad mi seh fahn lang taim chroo ih prafit dehn kuda mi kohn chroo.","Soh Ah tel unu, ih wahn beta fi dehn wan da Taiya ahn Saidan dan fi unu pahn Jojment Day.",0
52,"Ih mi seh, “Wahn verjin wahn ga wahn lee baybi bwai, ahn dehn wahn kaal ahn Imanyuwel,” weh meen “Gaad deh wid wi.”  Soh wen Joazef wayk op, ih du evriting weh di aynjel mi tel ahn fi du.","Enibadi weh noh deh wid mi deh gens mi kaa if unu noh di help mi gyada, den unu di skyata.",0
53,Ih tek Mayri ahn marid tu ahn.,"Sayka dat, di blod a aala di inosent peepl dehn weh geh kil pahn ert wahn deh pahn unu hed.",0
54,"Bot hihn ahn Mayri neva sleep tugeda til afta di baybi baan; ahn wen di baybi baan, Joazef naym ahn Jeezas.",Ih gi dehn powa fi jraiv owt eevl spirit ahn fi heel aal kaina siknis ahn dizeez.,0
55,Sohn waiz man kohn fi wership Jeezas  Now Jeezas mi baan da wahn tong eena Judeeya weh nayhn Betlihem wen Herod da-mi king.,"Ahn den ih tek wahn big big stoan ahn roal it fronta di hoal, ahn den ih gaan.",0
56,"Wahn lee wail afta Jeezas mi baan, sohn waiz man weh stodi di staar dehn kohn fahn sohn konchri weh deh ees fahn Jeroosalem ahn dehn mi-di aks, “Wehpaa di baybi deh weh baan weh da king a di Jooish peepl dehn?","Ih rait fi pay taks tu Seeza er nat?”  Bot Jeezas mi noa seh dat dehn mi-di haaba loan wikidnis eena dehn haat, soh ih tel dehn seh, “Unu hipokrit unu!",0
57,"Wen wi mi deh da fi wee konchri, wee si di staar weh da-mi di sain dat hihn mi wahn baan, soh wi kohn kohn wership ahn.”  Wen King Herod yehr dis, hihn ahn aala di teecha dehn a di Laa ahn evribadi da Jeroosalem staat tu wori fi chroo chroo.","Baptaiz dehn eena di naym a di Faada, di Son ahn di Hoali Spirit, ahn teech dehn fi du evriting weh Ah tel unu.",0
58,"Ih kaal aala di cheef prees dehn, ahn aala di teecha dehn a di Laa, ahn aks dehn seh, “Da wehpaa dis Krais fi baan?”  Dehn ansa ahn seh, “Da Betlihem eena Judeeya.","Ih mi seh,  “Ahn tek di terti silva kain dehn,  weh da di prais weh som a di peepl a Izrel dehn tink seh ih wot.",0
59,"Dis da weh di prafit dehn mi rait fahn lang taim:  ‘Ahn yoo Betlihem Tong weh deh eena Judeeya,  yoo da noh no smaal taim tong monks di big taim tong dehn da Judeeya,  kaa wahn king wahn kohn fahn owta yu  ahn da king wahn leed mi peepl a Izrel laik wahn shepad.’”  Soh Herod gaan ahn hoal wahn seekrit meetn wid di waiz man dehn fi chrai fain owt fahn dehn weh taim dehn mi fos si di staar.","Jeezas taak wid Ilaija ahn Moaziz pahn di mongtin    Siks dayz afta dat, Jeezas kehr Peeta ahn Jaymz ahn fi hihn breda weh nayhn Jan op pahn wahn hai mongtin; oanli dehn wan mi deh op deh.",0
60,Den ih sen dehn da Betlihem ahn dis da weh ih tel dehn fi du: “Unu goh ahn luk fi di pikni til unu fain ahn.,Ahn pikni wahn ton gens dehn oan ma ahn pa mek dehn put dehn tu det.,0
61,"Wen unu fain ahn, unu mek Ah noa wehpaa ih deh, soh dat Ai ku wership ahn tu.”  Afta Herod don taak tu dehn, dehn gaan.","Ih aks Peeta seh, “Saiman, yu di sleep?",0
62,Pahn di way dehn si di staar agen; da mi di sayhn staar weh dehn mi si fos wichpaa dehn mi kohn fram.,Di devl temp Jeezas    Den di Hoali Spirit leed Jeezas owt eena di dezert soh dat di devl ku temp ahn.,0
63,Ahn di staar leed dehn di hoal way til ih stap rait oava wehpaa di baybi mi deh.,Dat da laik di seed dehn weh mi jrap pahn di lee pikaado road.,0
64,"Wel, dehn mi oanli glad fi si di staar.",Wahn man mi ga too son.,0
65,"Dehn gaan eena di hows ahn si di baybi wid ih ma, weh da-mi Mayri.","Ahn weh di daag dehn wahn du, da ton rong ahn bait yu, ahn di pig dehn wahn stamp op pahn di perl dehn.",0
66,Den dehn neel dong ahn wership di baybi.,Unu noh si seh dat eniting weh goh eena yu mowt paas chroo yu stomok ahn den ih paas owta yu badi?,0
67,Afta dat dehn oapm dehn ekspensiv gif ahn gi ahn goal ahn frankinsens ahn mer.,Bowt chree aklak da maanin Jeezas kohn tu dehn di waak pahn di waata tap.,0
68,"Afta dat dehn gaahn bak da dehn oan konchri bai wahn nada rowt, kaa Gaad waan dehn eena wahn jreem noh fi goh bak tu Herod.","Ih preech di Gud Nyooz bowt di kingdom a hevn, ahn ih heel aala dehn siknis ahn aala dehn dizeez dehn.",0
69,"Mayri ahn Joazef dehn eskayp da Eejip  Afta dehn don gaan, wahn aynjel fahn di Laad taak tu Joazef eena wahn jreem ahn tel ahn seh, “Get op, tek di pikni ahn ih ma, ahn goh da Eejip.","Ahn di Gud Nyooz bowt di kingdom a hevn wahn geh preech oava di hoal werl soh dat aala di nayshan dehn ku yehr di chroot, ahn den di en wahn kohn.",0
70,"Stay deh til Ah tel yu wen fi lef, kaa Herod di luk fi di pikni fi kil ahn.” Soh Joazef get op joorin di nait ahn kehr ih waif ahn pikni, ahn ih gaahn da Eejip, ahn ih stay deh til Herod ded.","Soh noh wori ahn aks unuself, ‘Da weh wi wahn eet?’ ahn ‘Weh wi wahn jrink?’ ahn ‘Weh wi wahn put aan?’ Dehnya da di ting dehn weh peepl weh noh noa Gaad goh afta.",0
71,Soh weh di prafit mi seh kohn chroo.,"Jeezas heel wahn man weh kudn taak  Wail Jeezas ahn ih disaipl dehn mi-di lef fahn deh, sohn peepl bring wahn man tu ahn weh mi dom, kaa ih mi ga deeman eena ahn.",0
72,"Ih mi seh, “Ah kaal mi Son owta Eejip.”  Herod kil di pikni dehn  Wen Herod fain owt dat di waiz man dehn mi chrik ahn, ih mi beks no miks.","Den Pailat seh tu ahn, “Yoo noh yehr humoch ting dehn di akyooz yu a?” Bot Jeezas neva seh notn.",0
73,"Ih gi aadaz fi kil aala di lee bwai pikni dehn weh mi too yaaz ahn anda, weh mi liv da Betlihem ahn aal di ada tong dehn weh mi deh rong deh.","Soh sayhn way, unu noh fi chaaj nobadi fi weh unu du fi dehn needa.",0
74,Ih du dat kaa di waiz man dehn mi tel ahn dat da mi too yaaz sins dehn mi fos si di staar.,"Ih seh, ‘Lov yu nayba sayhn laik how yu lov yuself.’ Soh di hoal a Moaziz Laa, ahn evriting weh di oal taim prafit dehn mi rait, kom op tu dehndeh too komanment.”  Hoofa son da di Krais?",0
75,"Wen dis hapm, weh di prafit Jerimaiya mi seh mi did kohn chroo.","Ahn wen dehn luk, di hoal a Jeezas chaynj soh dat ih mi luk difrent difrent tu dehn.",0
76,"Ih mi seh,  “Yu yehr wahn vais da Raama  di skreem ahn baal.","Jeezas tel ahn seh, “Fren, du weh yu deh ya fi du.”  Den dehn kom op ahn grab Jeezas ahn ares ahn.",0
77,"Raychel di baal fi ih pikni dehn  ahn nobadi kyaahn kansoal ahn,  kaa ih pikni dehn ded.”  Joazef kehr Mayri ahn Jeezas bak da Nazaret Tong  Joazef mi stil deh da Eejip wen Herod ded.","Ahn unu seh dat da noh notn fi brok wahn oat if unu mi sway ‘bai di alta,’ bot if unu mi sway ‘bai di gif pahn di alta,’ den unu hafu kip di oat.",0
78,Ahn wahn aynjel fahn di Laad taak tu ahn eena wahn jreem agen.,"If sohnbadi slap yu pahn di rait said a yu fays, ton yu fays mek dehn slap yu pahn di ada said tu.",0
79,"Ih tel ahn seh, “Get op, tek di pikni ahn ih ma ahn goh bak da Izrel, kaa di peepl dehn weh mi-di chrai fi kil yu pikni don ded.”  Soh Joazef get op ahn ih tek ih pikni ahn ih waif ahn ih gaahn bak da Izrel.",Yu wos enimi dehn wahn bee fahn owta yu oan famili.’  “Evribadi weh lov dehn ma ahn dehn pa moa dahn mee noh dizerv fi bee mai disaipl.,0
80,"Bot wen ih yehr seh dat Arkelos tek ih pa Herod plays az king a Judeeya, ih mi frayd fi goh deh.","Unu fi heel di sik peepl dehn, bring di ded bak tu laif, heel peepl weh ga leprosi, ahn jraiv owt deeman.",0
81,"Gaad waan ahn eena wahn jreem, soh ih gaahn da Gyalilee insted.","Ih aks deh seh, “Unu bileev Ai ku heel unu?”  Dehn ansa ahn seh, “Yes Laad, wi bileev.”  Den Jeezas toch dehn aiy ahn tel dehn seh, “Sayka di amonk a fayt weh unu ga, unu wahn geh heel.” Ahn sayhn taim, dehn geh bak dehn sait.",0
82,"Dehn gaahn liv da wahn tong weh nayhn Nazaret, soh weh di prafit mi seh kuda mi kohn chroo.",Dat da weh di hipokrit dehn du pahn schreet kaana ahn eena di plays dehn weh dehn meet.,0
83,"Jan di Baptis mek way fi Jeezas    -Sohn yaaz afta dat, Jan di Baptis mi deh eena di dezert da Judeeya di preech seh, “Ton fahn unu sin dehn, kaa di kingdom a hevn wahn soon kohn.”  Dis da di mesinja weh Aizaiya di prafit mi rait bowt wen ih seh,  “Hihn da di vais  weh di hala owt eena di dezert di seh,  ‘Unu geh redi fi wen di Laad kohn,  ahn mek di road dehn schrayt far ahn.’”  Jan mi-di wayr kloaz weh mek owta kyamil hyaa, ahn ih mi ga wahn tik leda belt rong ih ways.","Eni a unu weh ga ayz fi yehr, unu lisn gud!",0
84,Ih yoostu eet loakos ahn wail honi.,"Si, da nayli taim fi mek dehn sel owt di Son a Man tu peepl weh wikid.",0
85,"Den peepl fahn Jeroosalem ahn fahn Judeeya dischrik, ahn fahn aal oava di konchrisaid rong Jaadn Riva mi-di goh owt tu wehpaa Jan mi deh.",Ih yoostu eet loakos ahn wail honi.,0
86,"Afta dehn don kanfes dehn sin dehn tu Gaad, Jan baptaiz dehn eena Jaadn Riva.","Di man dehn weh mi-di main di pig dehn ron gaahn tel evribadi eena di tong weh hapm, ahn dehn tel dehn bowt di too man dehn weh mi ga eevl spirit tu.",0
87,"Bot wen Jan si lata Farisee ahn Sadyusee di kohn wehpaa ih mi-di baptaiz peepl, ih tel dehn seh, “Unu da snayk ahn unu pa dehn da-mi snayk tu!","Hihn da di Wan weh unu fi ares.”  Sayhn taim ih waak rait op tu Jeezas ahn seh, “Gud nait, Teecha!” ahn ih kis ahn.",0
88,Da hoo waan unu fi ron fahn Gaad jojment weh di kohn?,Bot enibadi weh stay faytful tu mee tu di en wahn sayv.,0
89,"If unu sari fi unu sin dehn fi chroo, proov it bai di way yu liv.","Soh Jeezas tel dehn seh, “Unu kungoh lang wid mi, ahn insteda kech fish, Ah wahn mek unu kech peepl fi Gaad.” Sayhn taim di too breda dehn jrap dehn net ahn gaahn lang wid Jeezas.",0
90,"Ahn noh eevn chrai fool unuself ahn tink seh dat bikaa unu kohn fahn Aybraham famili lain, dat mek unu aarait wid Gaad.",Unu king di kohn tu unu.,0
91,"Ai di tel unu, Gaad ku tek dehnya stoan dong ya ahn mek Aybraham pikni owta dehn.","Tel ahn tu dat Gaad bles enibadi weh noh rijek mi sayka weh aal Ai di du.”  Wen Jan disaipl dehn mi-di lef, Jeezas ton tu di krowd ahn staat tu taak tu dehn bowt Jan.",0
92,"Unu da jos laik chree, ahn Gaad don ga di aks da di root.","Ah di tel unu di chroot, eniting weh unu noh alow pahn ert noh wahn alow da hevn, ahn eniting weh unu alow pahn ert wahn alow da hevn.",0
93,Ih wahn chap dong ahn bon op eni chree weh noh di bayr.,Yu da wahn gud servant weh Ah ku chros.,0
94,"Ai di baptaiz unu wid waata soh dat unu ku shoa dat unu ton fahn unu sin dehn, bot sohnbadi els weh eevn moa powaful dahn mee wahn kohn.","Di oanli ting yu ku du da chroa it weh, ahn den peepl wahn en op di waak op pan it.",0
95,Ai noh eevn gud nof fi bak fi hihn shooz fi hihn.,Den ih brok di bred ahn ih gi di disaipl dehn fi gi di peepl dehn.,0
96,Hihn wahn baptaiz unu wid di Hoali Spirit ahn wid faiya.,Afta dat dehn oapm dehn ekspensiv gif ahn gi ahn goal ahn frankinsens ahn mer.,0
97,"Jos laik wahn faama, hihn don ga fi hihn fan eena ih han ahn ih wahn fan aala di chrash owta di weet.","Wen yu don du dat, den yu kohn ahn fala mi.”  Wen di yong man yehr dat, ih gaahn fahn deh sad-wan kaa hihn mi doti rich.",0
98,Afta dat Jeezas reech Jaadn Riva.,Jeezas pik ih twelv apasl dehn    Jeezas kaal ih twelv disaipl dehn tugeda.,0
99,Ih mi kohn fahn Gyalilee fi mek Jan baptaiz ahn.,Unu hipokrit unu!,0
100,Bot Jan mi-di chrai fi stap ahn.,"Bot Jeezas tel dehn seh, “Da oanli da ih oan hoamtong ahn eena ih oan hows wahn prafit noh geh no rispek.”  Soh ih neva du moch mirakl deh sayka weh dehn neva ga no fayt.",0
101,"Ih tel Jeezas seh, “Ai noh fi baptaiz yoo; da yoo fi baptaiz mee!”  Bot Jeezas ansa ahn seh, “Lef it soh fi now, kaa laik dis wi wahn di du aal di rait ting dehn weh Gaad waahn wi du.” Soh Jan giv een ahn baptaiz Jeezas.",Hihn mi nayhn Joazef ahn ih da-mi wan a Jeezas falowa dehn.,0
102,"Afta Jeezas don geh baptaiz ahn ih kom op owta di waata, sayhn taim hevn oapm op ahn ih si di Hoali Spirit di kohn dong jos laik how wahn dov wuda kohn dong, ahn ih pich pan ahn.","Ih aks deh seh, “Unu bileev Ai ku heel unu?”  Dehn ansa ahn seh, “Yes Laad, wi bileev.”  Den Jeezas toch dehn aiy ahn tel dehn seh, “Sayka di amonk a fayt weh unu ga, unu wahn geh heel.” Ahn sayhn taim, dehn geh bak dehn sait.",0
103,Di devl temp Jeezas    Den di Hoali Spirit leed Jeezas owt eena di dezert soh dat di devl ku temp ahn.,Di wachman dehn mi soh fraitn dat dehn staat tu chrimbl no miks ahn dehn jrap da grong sayhn laik dehn mi ded.,0
104,Ih stay deh fi faati dayz ahn faati naits.,"Ai ku tel eni wan a mai servant dehn, ‘Du soch ahn soch,’ ahn ih wahn du it.”  Wen Jeezas yehr dis, ih mi sopraiz.",0
105,Ih mi-di faas di hoal taim ih mi dehdeh.,Den dehn sidong deh di kip wach oava ahn.,0
106,Afta dat ih mi hongri bad.,"If yu waahn, Ah ku put op chree boot ya, wan fi yoo, wan fi Moaziz, ahn wan fi Ilaija.”  Wail Peeta stil mi-di taak, wahn brait klowd kohn dong oava dehn, ahn dehn yehr wahn vais fahn owta di klowd weh seh, “Dis da mai Son weh Ah oanli lov, an Ah oanli pleez wid ahn.",0
107,"Den di devl gaahn tu ahn, ahn tel ahn seh, “If yoo da Gaad Son fi chroo, tel dehnya stoan fi ton intu bred.”  Jeezas ansa ahn seh, “Ih rait dong eena di Skripcha seh,  ‘Da noh oanli bred yu need fi mek yu liv,  bot yu fi liv bai evri werd weh kom owta Gaad mowt.’”  Afta dat di devl kehr Jeezas da Jeroosalem, weh da-mi di hoali siti, ahn mek ih stan op pahn di tip tap a di templ.","Ih sway anaal ahn seh, “Ah tel yu, Ai noh noa da man!”  Afta wahn lee wail, di peepl dehn weh mi-di stan op rong deh kom op tu Peeta ahn seh, “Yes, man!",0
108,"Ih tel ahn seh, “If yoo da Gaad Son fi chroo chroo, chroa dong yuself fahn ya.","Ahn wen dehn kraas oava di neks said a di lagoon, dehn gaahn shoa da Genesaret.",0
109,"Aftaraal, ih rait dong eena di Skripcha seh,  ‘Gaad wahn gi fi hihn aynjel dehn aadaz fi tek gud kayr a yu,  ahn dehn wahn kech yu,  soh dat yu noh eevn wahn lik yu fut gens wahn stoan.’”  Jeezas ansa ahn seh, “Di Skripcha seh tu, ‘Yu noh fi chrai tes di Laad yu Gaad.’”  Den di devl kehr ahn op pahn wahn hai hai mongtin soh dat ih ku luk dong ahn si aala di nayshan dehn a di werl, ahn ih mek ih si how grayt ahn byootiful dehn mi stan.","Ah di tel unu, wen ih kohn tu liv rait, unu hafu kohn beta dan dehn Farisee er di teecha dehn a di Laa, er els unu neva wahn ku get eena di kingdom a hevn.",0
110,"Ih tel ahn seh, “Ai wahn gi yu aala dis weh yu si ya.","Wen ih fain wan weh wot lata lata moni, ih sel evriting weh ih mi ga ahn gaahn gaahn bai it.",0
111,"Aal weh yu hafu du da bow dong ahn wership mee.”  Bot Jeezas tel ahn seh, “Goh fahn ya, Saytan.","Soh noh mek nobadi separayt weh Gaad don jain tugeda.”  Di Farisee dehn aks Jeezas seh, “Wel den, da wai Moaziz mi tel wi seh dat wahn man ku gi ih waif wahn divoas paypa ahn den put ahn owt?”  Jeezas tel dehn seh, “Da sayka weh unu haat soh haad mek Moaziz mi alow unu fi divoas unu waif.",0
112,"Ih rait dong eena di Skripcha seh,  ‘Gaad da di oanli wan yu fi wership,  ahn da oanli hihn wan yu fi serv.’”  Den di devl lef ahn loan ahn sohn aynjel kohn kohn ten tu ahn.","Den Jeezas tel di man, “Si dat yu noh seh notn tu nobadi; bot goh schrayt da di prees mek ih chek yu mek ih si dat yu heel fi chroo.",0
113,"Now wen Jeezas yehr seh dat dehn mi dash Jan di Baptis eena jayl, ih gaahn bak da Gyalilee.","Herod mi laik how ih daans, soh ih mek wahn oat tu ahn, ahn pramis fi gi ahn eniting weh ih aks fa.",0
114,"Ih moov fahn Nazaret Tong ahn gaahn gaahn liv da Kapernyam, weh mi deh bai di lagoon eena di ayrya weh Zebyulon ahn Naftali mi deh.",Shoa mi wahn moni weh unu yooz fi pay taks wid.” Dehn gi ahn wahn silva moni.,0
115,"Wen Jeezas du dat, weh Aizaiya di prafit mi seh kohn chroo.",Too laydi wahn di grain weet wid wahn han mil; wan a dehn wahn geh tek weh ahn di neks wan wahn geh lef bihain.,0
116,"Hihn mi seh,  “Lisn, unu peepl da Zebyulon ahn Naftali,  weh deh bai di see pahn di ada said a Jaadn Riva;  ahn unu lisn tu, unu peepl weh da noh Joo weh liv da Gyalilee.","Soh unu fi bee waiz laik wahn snayk, bot sayhn taim, unu fi bee laik dehn dov weh noh wahn hert nobadi.",0
117,"Ahn wail Jeezas mi-di waak lang di waatasaid da Gyalilee, ih si Saiman, weh dehn mi kaal Peeta, ahn ih breda weh nayhn Anjru.",Lata baalin wahn dehdeh ahn peepl teet wahn di nak op gens wan anada.,0
118,Dehn mi-di chroa owt wahn net eena di lagoon kaa dehn da-mi fishaman.,"Oapm di doa fi wi noh?’  “Bot di groom hala bak seh, ‘Fi tel unu di chroot, mee noh noa da hoo unu!’  “Soh unu hafu aalwayz bee redi kaa unu noh noa di day ner di owa wen di Son a Man wahn kohn bak.",0
