,first,second,label
10,"Nao Josef hemi wanfala gudfala man ya, so taem hemi save dat Meri hemi babule finis, hemi no wande fo mekem Meri fo filsem long ae blong evriwan.","Long taem ya, toktok wea profet Jeremaea hemi talemaot kam bifoa, hemi kamtru nao wea hemi sei, “Olketa tekem disfala teti seleni ya nao.",0
11,"So hemi tingting fo lusim Meri long gudfala wei, wea famili blong tufala nomoa olketa save.","Disfala man ya, kaikai an dring nomoa hemi nambawan samting blong hem ya!",0
12,"Taem Josef hemi gohed fo tingting abaotem diswan, hemi drim an hemi lukim wanfala enjel blong God.",Bat olketa disaepol i tokhad long olketa pipol ya.,0
13,"Nao disfala enjel hemi tok olsem long Josef, “Josef, wea yu bon kam long laen blong King Deved, yu mas no fraet fo gohed fo maritim Meri.","An evriwan hu olketa tasim kaleko blong hem, olketa gudbaek nao.",0
14,"Disfala pikinini long bele blong hem ya, paoa blong Holi Spirit nao hemi mekem hem fo garem diswan.","An olketa pipol hu olketa gopas long rod, olketa se-sekem hed blong olketa an olketa mekfan long hem, an olketa tok olsem, “Yu nao yu sei yu save brekemdaon Tambuhaos ya an wakembaek moa insaet trifala de nomoa.",0
15,"Bae Meri hemi bonem wanfala pikinini boe an bae yu kolem hem Jisas, bikos disfala man nao bae hemi sevem olketa pipol blong hem from olketa sin blong olketa.”  Olketa samting ya hemi hapen fo mekem kamtru disfala toktok wea God hemi mekem wanfala profet fo talemaot kam bifoa olsem, “Wanfala yang gele hu no eni man hemi stap wetem hem yet, bae hemi babule an bae hemi bonem wanfala pikinini boe.","An taem yufala go, yufala mas talemaot toktok blong God olsem, ‘!Kingdom long Heven, hemi kolsap kam nao!’ An eniwan hu hemi sik o hu hemi garem ravis sik blong skin, yufala mas mekem hem gudbaek moa.",0
16,"An bae olketa kolem boe ya, Imanuel.” Disfala nem ya hemi minim, “God hemi stap wetem yumi.”  So bihaen long disfala drim nomoa, Josef hemi maritim Meri, an hemi duim wanem enjel blong God hemi talem long hem.","Plande taem mi laekem yufala fo kam long mi, mekem mi lukaftarem yufala, olsem taem kokorako hemi haedem olketa smolfala pikinini blong hem andanit long wing blong hem.",0
17,Bat hemi nating slip wetem Meri go-go hemi bonem pikinini boe blong hem.,Hemi olsem olketa putum olketa hevi samting tumas antap long solda blong olketa pipol fo karim.,0
18,An Josef hemi kolem pikinini ya Jisas.,Mi no toktok long yufala abaotem bred ya.,0
19,"Olketa man blong ist  Jisas hemi bon long taon long Betlehem long provins long Jiudia, an hemi long taem wea Herod hemi king ovarem kantri ya.",Bat olketa disaepol i tokhad long olketa pipol ya.,0
20,"No longtaem bihaen wea Jisas hemi bon, samfala man hu olketa stap kam farawe tumas long ist, olketa kam kasem Jerusalem.","An disfala enemi hu hemi plantem olketa ravis sid ya, hem nao Seitan.",0
21,Olketa ya olketa save lukluk fo luksave long mining blong olketa sta antap long skae.,"Nomata olketa man fo tekem taks, olketa save duim diswan tu ya.",0
22,"Nao olketa ask olsem, “?Wea nao disfala smol pikinini wea bae hemi king blong yufala olketa Jiu?","Eniwan hu hemi no falom mi, hemi agensim mi nao ya.",0
23,"Mifala kam fo mekhae long hem nao ya, bikos sta blong hem, mifala lukim finis taem hemi kamap long ist.”  Taem King Herod hemi herem disfala toktok nomoa, hemi wari fogud nao.","An sapos yu suea long enisamting taem yu mekem promis, oraet, yu mas barava falom disfala promis nao long ae blong Masta.’ Bat mi ya, mi talem long yufala, taem yufala mekem promis, yufala mas no suea long enisamting.",0
24,"An evriwan long Jerusalem, olketa wari fogud tu.","Bat seknomoa, Jisas hemi kam long tufala an hemi sei halo long tufala.",0
25,"Long taem ya, King Herod hemi talem evri hedprist an evri tisa blong Lo fo olketa kam hipap wetem hem.","Nao olketa hedprist an evri memba blong Kansol, olketa traehad fo faendem eni laea stori agensim Jisas, mekem olketa save jajem hem fo kilim hem dae.",0
26,"An hemi askem olketa olsem, “?Waswe, disfala Mesaea ya, wea nao bae hemi bon kam long hem?”  Nao olketa tok olsem long hem, “Mesaea ya bae hemi bon kam long Betlehem long provins long Jiudia, bikos toktok wea wanfala profet hemi raetem, hemi sei,  ‘Betlehem long provins long Jiuda,  yu nao wanfala long olketa nambawan taon long Jiuda,  bikos wanfala king bae hemi kamaot long yu,  an hem nao bae hemi lidim olketa pipol blong mi long Israel.’”  Nao Herod hemi kolem kam olketa man blong ist nomoa, mekem hemi save toktok seleva wetem olketa.",So hemi sendem olketa fo go an waka long plantesin blong hem nao.,0
27,"Hemi duim diswan, mekem hemi save askem olketa abaotem barava taem wea olketa bin lukim disfala sta ya.","Bae plande pipol olketa lusim biliv blong olketa, mekem olketa gohed fo no laekem olketa nara man an bae olketa givim olketa nara man go long olketa enemi tu.",0
28,"Bihaen moa, hemi sendem olketa go long Betlehem an hemi sei long olketa, “Yufala go an lukluk gud fo faendem disfala pikinini ya.","Nao wanfala tisa blong Lo hemi kam stret long Jisas an hemi sei, “Tisa, mi bae mi falom yu go long eni ples nomoa wea bae yu go long hem.”  Bat Jisas hemi sei long hem, “Olketa wael animol olketa garem ples blong olketa seleva fo slip, an olketa bed tu olketa garem ples blong olketa seleva.",0
29,"An taem yufala faendem hem, yufala mas kambaek fo talem long mi, mekem mi save go fo mekhae long hem tu.”  Bihaen olketa lisin long toktok blong King Herod finis, olketa go nao.","Mi no wande fo talem olketa fo gobaek long hom blong olketa taem olketa hanggre olsem, nogud olketa hafded long rod.”  Nao olketa disaepol blong Jisas olketa sei, “?Long disfala ples no eni haos hemi stap long hem ya, long wea nao yumi save faendem kaikai fitim plande pipol olsem ya?”  Bat Jisas hemi askem olketa olsem, “?Haomas bred nao yufala garem?”  Nao olketa sei, “Sevenfala bred an samfala smol fis nomoa mifala garem.”  Long taem ya, Jisas hemi talem long olketa pipol ya fo sidaon long graon nao.",0
30,"Nao taem olketa go long rod, disfala sta wea olketa bin lukim kam long ist, olketa lukim moa.","Yufala mas lukaot, bikos samfala man bae olketa tekem yufala go long olketa kot, an bae olketa wipim yufala insaet long olketa preahaos.",0
31,"An sta ya, hemi go-go fastaem long olketa antap long skae, go-go hemi stop antap long barava haos wea pikinini ya hemi stap long hem.","An long naet, hemi stap seleva nomoa long ples ya, bat olketa disaepol olketa go farawe finis long bot ya.",0
32,"Olketa man ya olketa barava hapi fogud nao, bikos olketa lukim sta ya moa.","So olketa pipol ya sei, ‘!Yufala lukim!",0
33,"Taem olketa go insaet long haos ya, olketa lukim pikinini ya nao wetem mami blong hem Meri.","Sapos han o lek blong yu hemi mekem yu fo lusim biliv blong yu, yu mas katemaot an torowem nomoa.",0
34,An olketa nildaon fo mekhae long hem nao.,"So toktok wea God hemi mekem profet Aesaea fo raetem kam bifoa, hemi kamtru long olketa nao, wea hemi sei,  ‘Nomata yufala lisin,  bae yufala nating heresave nomoa long enisamting,  an nomata yufala lukluk,  bae yufala nating luksave nomoa long enisamting.",0
35,"Olketa openem olketa boks blong olketa, an olketa tekemaot kam olketa gudfala samting fo givim long hem.","Bihaen, Jisas hemi stat fo tokdaonem olketa taon wea hemi bin mekem olketa mirakol long olketa nao, bikos olketa pipol long olketa taon ya olketa no save lusim nomoa ravis wei blong olketa.",0
36,Olketa samting ya nao gol wetem tufala kaen insens wea hemi dia tumas.,"Stori abaotem Jon Baptaes    Nao long wanfala taem, Jon Baptaes hemi kam an talemaot toktok blong God insaet long drae eria long provins long Jiudia, an hemi sei, “Yufala evriwan i mas lusim olketa ravis wei blong yufala, bikos kingdom long Heven hemi kolsap kam nao.” Jon Baptaes ya, hem nao profet Aesaea hemi tokabaotem taem hemi sei,  “Wanfala man hemi toktok bikfala insaet long drae eria an hemi sei,  ‘!Yufala mas mekredi long rod fo Masta,  an yufala mas stretem olketa smolfala rod fo hem!’”  Jon ya hemi werem raf kaleko wea olketa wakem nomoa long hea blong kamel, an strap blong hem hemi skin blong animol nomoa.",0
37,"Bihaen long diswan, olketa gobaek moa long kantri blong olketa.","Tising abaotem divos    Bihaen Jisas hemi finisim olketa toktok blong hem ya, hemi lusim Galili nao.",0
38,"Bat olketa gobaek falom deferen rod nao, bikos God hemi bin talem olketa long wanfala drim wea olketa mas no gobaek moa long Herod.","An olketa sid wea olketa foldaon long ples wea rut blong nilagras hemi stap long hem, hemi olsem taem man hemi herem toktok ya bat hemi gohed fo wari nomoa abaotem enikaen samting an hemi lavem tumas olketa risis blong disfala wol.",0
39,"Josef an Meri ranawe go long kantri long Ijip  Taem olketa man ya olketa go finis, Josef hemi drim an hemi lukim wanfala enjel blong God.","An bae hemi letem olketa deferen man nao fo haerem moa plantesin ya, wea olketa wiling fo givim wanem olketa mas givim long hem, taem olketa frut ya kasem taem blong hem.”  Nao Jisas hemi tok olsem moa, “?Waswe, yufala nating ridim nomoa wanem Buktambu hemi sei?",0
40,"An enjel ya hemi sei long Josef, “Kolsap King Herod hemi stat fo lukaotem disfala pikinini fo kilim hem dae.","Taem olketa go insaet long haos ya, olketa lukim pikinini ya nao wetem mami blong hem Meri.",0
41,"So yu wetem pikinini ya an mami blong hem, yufala mas getap an ranawe go long Ijip nao.","Nogud hemi tekem yu go long frant blong jaj, an jaj hemi givim yu go long han blong olketa pulis, an olketa pulis i putum yu insaet long prisin nao.",0
42,"Bae yufala mas stap long Ijip ya, go-go kasem taem wea bae mi talem yufala fo goaot moa.”  So Josef wetem pikinini ya an mami blong hem, olketa getap long naet an olketa go long Ijip nao.","So disfala man hu hemi tekem faefala bikfala seleni ya hemi kam nao, an hemi tekem kam moa nara faefala an hemi sei, ‘Bos, lastaem yu givim faefala seleni long mi ya, bat lukim, mi winim kam nara faefala moa ya.’ Long taem ya, bos blong hem hemi sei, ‘!Oo gud tumas!",0
43,"Olketa stap long Ijip, go-go kasem taem Herod hemi dae.","So wanem nao yufala talem?”  Nao olketa sei long hem, “!Man ya, hemi mas dae nao!”  Bihaen, olketa stat fo spit long fes blong hem an fo ki-kilim hem moa.",0
44,"Diswan hemi hapen olsem, mekem wanfala toktok hemi kamtru wea God hemi bin mekem wanfala profet fo talemaot olsem, “Mi kolem San blong mi fo kamaot from Ijip.”  King Herod trae fo kilim dae Jisas  Taem Herod hemi save dat olketa man blong ist ya olketa bin trikim hem, hemi barava kros fogud nao.",Nomoa ya!,0
45,"So hemi sendem olketa soldia blong hem fo go long Betlehem an long olketa nara ples long eria ya moa, an olketa kilim dae evri pikinini boe hu olketa kasem tufala yia nomoa an olketa smolwan go moa.","Sapos yu laekem, mi save wakem trifala smol haos, wanfala fo yu an wanfala fo Mosis an wanfala fo Elaeja.”  Taem Pita hemi toktok yet, wanfala klaod wea hemi saen tumas hemi kam kolsap antap long olketa nao.",0
46,"Herod hemi duim olsem, bikos hemi falom disfala taem wea olketa man blong ist ya olketa talem olketa bin lukim sta long hem fastaem ya.","An long taem ya, , man nao olketa kaikai, bat olketa no kaontem olketa woman an olketa pikinini.",0
47,"So long semtaem, toktok wea God hemi bin mekem profet Jeremaea fo talemaot, hemi kamtru nao wea hemi sei,  “Olketa herem go noes long Rama,  an disfala noes ya hemi bikfala krae ya.","An disfala man hu hemi maritim moa woman ya, hemi brekem lo blong marit tu ya.”  Tising abaotem hao fo mekem promis  An Jisas hemi sei moa, “Yufala herem finis tu tising wea hemi kam fastaem long olketa olo blong yumi wea hemi sei, ‘Yu no mekem eni laea promis.",0
48,Resel nao hemi krae fo olketa pikinini blong hem.,"An mi talem yufala tru samting nao, bae evrisamting ya hemi hapen taem olketa pipol blong distaem olketa no dae yet.",0
49,"An hemi had fo eniwan fo mekem hem filgud moa,  bikos olketa pikinini blong hem, olketa no stap nao.”  Josef an Meri kambaek from Ijip  Herod hemi dae nao taem Josef hemi stap yet long Ijip.",Yufala nao i stopem pipol fo no go insaet long kingdom long Heven.,0
50,"Nao Josef hemi drim, an hemi lukim moa wanfala enjel blong God hu hemi sei long hem, “Olketa hu i traehad fo kilim dae disfala pikinini ya, olketa dae finis nao.","Taem Jisas hemi kasem soa nomoa, hemi lukim plande pipol tumas nao.",0
51,"So olsem, yu wetem pikinini ya an mami blong hem, yufala mas getap an gobaek moa long Israel.” So Josef wetem pikinini ya an mami blong hem, olketa getap an olketa gobaek moa long Israel.","Kingdom long Heven, hemi olsem taem wanfala king hemi wande fo faendemaot hao olketa wakaman blong hem olketa lukaftarem seleni blong hem.",0
52,"p  Bat Josef hemi fraet fo gobaek moa long provins long Jiudia, bikos hemi herem dat Akeleas nao hemi sensim dadi blong hem Herod fo king long provins ya.",Nomoa.,0
53,"Taem Josef hemi drim, God hemi talem hem wanem fo duim.","Sapos yufala barava minim disfala toktok, bae hemi had fo yufala fo jajem olketa wea olketa no rong nomoa long enisamting.",0
54,So hemi go stap long provins long Galili long taon long Nasaret.,An bae mi putum olketa enemi blong yu andanit long paoa blong yu.”’  Deved hemi kolem disfala Mesaea ya fo Masta blong hem.,0
55,"Stori abaotem Jon Baptaes    Nao long wanfala taem, Jon Baptaes hemi kam an talemaot toktok blong God insaet long drae eria long provins long Jiudia, an hemi sei, “Yufala evriwan i mas lusim olketa ravis wei blong yufala, bikos kingdom long Heven hemi kolsap kam nao.” Jon Baptaes ya, hem nao profet Aesaea hemi tokabaotem taem hemi sei,  “Wanfala man hemi toktok bikfala insaet long drae eria an hemi sei,  ‘!Yufala mas mekredi long rod fo Masta,  an yufala mas stretem olketa smolfala rod fo hem!’”  Jon ya hemi werem raf kaleko wea olketa wakem nomoa long hea blong kamel, an strap blong hem hemi skin blong animol nomoa.",An olketa wanmaen fo hemi peim olketa long wanfala seleni fo wanfala de.,0
56,An kaikai blong hem hemi grashopa wetem wael hani.,"Tokpiksa abaotem olketa wakaman  Nao Jisas hemi gohed fo sei, “Kingdom long Heven, hemi olsem wea wanfala man hemi goaot long eli moning fo lukaotem samfala man fo waka long plantesin long grep tri blong hem.",0
57,"An olketa pipol long Jerusalem an long evri nara ples long Jiudia an long evri ples kolsap long riva long Jodan, olketa kam fo herem toktok blong hem.","Hemi oltaem trastem God an talem hemi San Blong God ya, so sapos God hemi tingting long hem, letem God fo sevem hem distaem nao.”  An tufala man wea olketa nilam tufala wetem Jisas, tufala tu tokspoelem hem long semkaen wei ya.",0
58,"Olketa pipol ya, olketa go-gohed fo talemaot olketa sin blong olketa, an Jon hemi baptaesim olketa insaet long Jodan.","Bat nomata olsem, God hemi givim samting wea hemi lukgud tumas fo olketa werem.",0
59,"Bat taem Jon hemi lukim dat plande long olketa Farasi an olketa Sadiusi olketa kam long hem from olketa tu i wande fo baptaes, hemi sei long olketa nao, “!Yufala olsem olketa snek ya!",Bat samfala long olketa i garem tufala tingting.,0
60,"Waswe, yufala tingse sapos yufala baptaes, bae yufala save ranawe from disfala kros blong God wea bae hemi kam ya?","Taem olketa brans blong hem olketa stat fo grou an olketa lif stat fo kamaot niufala moa, yufala save dat taem fo evrisamting fo grou, hemi kam kolsap nao.",0
61,"Yufala ya, yufala mas lusim olketa ravis wei blong yufala tu ya, mekem yufala garem olketa gudfala frut nao long laef blong yufala.","An sta ya, hemi go-go fastaem long olketa antap long skae, go-go hemi stop antap long barava haos wea pikinini ya hemi stap long hem.",0
62,Nao maet yufala tingse God hemi no save panisim yufala bikos yufala bon kam long laen blong Ebraham.,"Sapos yufala duim olsem, bae yufala kamap olketa pikinini blong Dadi blong yufala long heven nao ya.",0
63,"Bat mi talem yufala stret, God hemi save mekem olketa ston ya fo kamap pipol fo mekem niufala laen blong Ebraham nomoa ya.","Bat faefala gele hu olketa garem gudfala tingting ya, olketa tekem go olketa lam, an olketa tekem go oel long botol wetem olketa tu.",0
64,God hemi redi finis nao fo katemdaon olketa tri long barava rut blong olketa.,Moabeta sapos yu garem wanfala ae nomoa an yu save go insaet long tru laef.,0
65,"Hem nao ya, evri tri wea hemi no garem gudfala frut, bae hemi katemdaon an torowem go insaet long faea.","So taem ren hemi ka-kamdaon an bikfala wata hemi ran kam an win hemi go-gohed fo blou strong go long haos ya, haos ya hemi foldaon an hemi brek finis nao.”  Taem Jisas hemi finisim olketa toktok blong hem, olketa pipol ya olketa sapraes fogud long tising blong hem, bikos wei wea hemi tok ya hemi somaot klia dat hemi garem paoa.",0
66,"Hemi tru, mi save baptaesim yufala long wata fo somaot dat yufala lusim olketa ravis wei blong yufala finis nao.","Long taem ya, bikman blong ami wetem olketa soldia blong hem, olketa gadem Jisas.",0
67,"Bat wanfala man wea bae hemi kam bihaen long mi, hem nao man wea hemi bikfala moa winim mi.",Woman ya hemi kapsaetem oel ya antap long hed blong Jisas.,0
68,"Nomata fo karim nomoa sandol blong hem, mi nating fit fo duim nao.","Waswe nao yu no sendem olketa pipol ya fo go long olketa vilij, mekem olketa save baem kaikai fo olketa seleva?”  Bat Jisas hemi sei, “Olketa save stap nomoa.",0
69,Disfala man ya nao bae hemi baptaesim yufala long Holi Spirit an long faea.,"An sapos eniwan hemi wande fo tekem yu go long kot fo eni rong samting yu bin duim, oraet, yu mas stretem disfala trabol wetem hem, taem yutufala no kasem kot yet.",0
70,Bikos hem nao hemi garem paoa fo jajem evriwan.,"Nao Jisas hemi tok olsem moa long olketa, “Long disfala naet, bae yufala evriwan ranawe from mi, bikos toktok blong God insaet long Buktambu hemi sei, ‘Bae mi kilim dae man fo lukaftarem sipsip, an bae olketa sipsip ranawe olobaot nao.’ Bat bihaen mi laefbaek moa, mi bae mi go fastaem long yufala long Galili.”  Long taem ya, Pita hemi sei long Jisas nao, “!Nomata evriwan ya olketa ranawe from yu, mi nao mi no save lusim yu ya!”  Bat Jisas hemi sei long hem, “Pita, mi talem yu tru samting nao, bae long disfala naet, taem kokorako hemi no krae yet, trifala taem nao bae yu talem yu nating save long mi.”  Nao Pita hemi sei, “!Nomoa ya, nomata olketa kilim mi dae wetem yu, bae mi no save sei mi no save long yu!”  An evri disaepol olketa talem semsamting tu.",0
71,"Hemi olsem wanfala wakaman wea hemi klinim olketa frut blong wit, mekem olketa stap deferen from skin blong olketa.",Nao nius abaotem Jisas hemi go kasem evri ples insaet long provins long Siria ya.,0
72,Bae hemi tekem olketa gudfala frut ya an putum olketa insaet long haos blong hem.,"Bat nomata olsem, diswan hemi no minim wea hemi en blong disfala wol yet ya.",0
73,"Nao long taem ya, Jisas hemi lusim Galili an hemi wakabaot kam long Jodan, mekem Jon hemi baptaesim hem.","An long taem ya, , man nao olketa kaikai, bat olketa no kaontem olketa woman an olketa pikinini.",0
74,"Bat Jon hemi wande fo stopem Jisas from diswan, so hemi sei, “!Ei!","Man fo marit ya hemi kam nao, yufala kam fo mitim hem!’ Long taem ya, tenfala gele ya olketa wekap nomoa, an olketa mekredi long olketa lam nao.",0
75,Hemi fitim fo yu nao yu baptaesim mi ya.,"Nao taem Jiudas, hu hemi givim Jisas go long han blong olketa enemi blong hem, hemi lukim dat olketa redi fo kilim Jisas dae, hemi sensim tingting blong hem nao.",0
76,"Waswe nao yu askem mi fo baptaesim yu?”  Nao Jisas hemi ansarem Jon olsem, “Yu letem kam fo hapen olsem nao, mekem yumi duim wanem God hemi laekem.” So Jon hemi wanmaen wetem Jisas fo baptaesim hem nao.","An samting wea God nao hemi joenem finis olsem, hemi no blong eniwan fo brekem moa ya.”  Nao olketa Farasi i askem hem olsem, “?Sapos olsem, waswe nao Mosis hemi talem long yumi wea man hemi save lusim waef blong hem sapos hemi givim pepa blong divos long hem fastaem?”  Nao Jisas hemi sei long olketa, “Mosis hemi letem yufala fo lusim waef blong yufala bikos hemi had tumas fo tisim yufala ya.",0
77,"Taem Jisas hemi baptaes finis nomoa, hemi kam stanap long saet wata moa.","Nao olketa laekem tumas fo ripotem Jisas so olketa askem hem olsem, “?Waswe, Lo hemi letem yumi fo mekem olketa sikman fo gudbaek moa long Sabat de?”  So Jisas hemi tok olsem nao, “Sapos yu garem wanfala sipsip an hemi foldaon insaet long dip hol long Sabat de.",0
78,"An long semtaem nomoa, skae hemi open nao an hemi lukim dat Spirit blong God hemi kamdaon long Jisas olsem wanfala kurukuru an hemi kam sidaon antap long hem.",An olketa lida tu save fosim tumas pipol blong olketa.,0
79,"Seitan traem Jisas    Bihaen moa, Spirit blong God hemi lidim Jisas fo go insaet long wanfala drae eria nao, fo letem Seitan hemi traem Jisas.","An olketa hu ia blong olketa i pas, olketa save herehere nao.",0
80,"Jisas hemi stop fo no kaikai fo fotifala de an fotifala naet, an bihaen ya, hemi hanggre fogud nao.","Taem olketa hedprist tekem disfala seleni ya nomoa, olketa sei olsem nao, “Disfala seleni ya hemi seleni blong blad blong man ya, so hemi tambu long Lo blong yumi fo putum diswan wetem seleni blong Tambuhaos ya.” So olketa wanmaen fo baem disfala pis lan blong olketa man hu i bin wakem olketa samting olsem kap an plet long hem, mekem bae olketa save yusim diswan olsem beregraon fo pipol wea olketa i no Jiu.",0
81,"Long taem ya nomoa, Seitan hemi kam fo traem Jisas, an hemi tok olsem, “Sapos hemi tru wea yu San Blong God, yu talem go long olketa ston ya fo sens go olsem bred nao.”  Bat Jisas hemi ansarem Seitan olsem, “Buktambu hemi sei, ‘Man hemi no save laef long kaikai seleva nomoa.","Stori abaotem Jon Baptaes    Nao long wanfala taem, Jon Baptaes hemi kam an talemaot toktok blong God insaet long drae eria long provins long Jiudia, an hemi sei, “Yufala evriwan i mas lusim olketa ravis wei blong yufala, bikos kingdom long Heven hemi kolsap kam nao.” Jon Baptaes ya, hem nao profet Aesaea hemi tokabaotem taem hemi sei,  “Wanfala man hemi toktok bikfala insaet long drae eria an hemi sei,  ‘!Yufala mas mekredi long rod fo Masta,  an yufala mas stretem olketa smolfala rod fo hem!’”  Jon ya hemi werem raf kaleko wea olketa wakem nomoa long hea blong kamel, an strap blong hem hemi skin blong animol nomoa.",0
82,"Bat evri toktok blong God nao, man hemi save laef long hem.’”  Nao Seitan hemi tekem Jisas go moa long Jerusalem.",An samfala man olketa no save marit bikos olketa man nao i mekem olketa olsem.,0
83,An hemi mekem hem fo stanap long wanfala ples wea hemi hae tumas antap long disfala Tambuhaos.,An man ya hemi nating fit fo sensimbaek seleni ya moa.,0
84,"An Seitan hemi sei, “Sapos hemi tru wea yu San Blong God, yu jam go long daon.","Bat yufala ya, yufala nao bik samting long ae blong God winim olketa bed ya.",0
85,"Bikos Buktambu hemi sei olsem,  ‘God bae hemi talem go long olketa enjel blong hem,  fo olketa mas karim yu go wetem han blong olketa,  mekem yu no bangam lek blong yu long olketa ston ya.’”  Bat Jisas hemi sei moa, “Buktambu hemi sei tu, ‘Yufala mas no traem God Masta blong yufala.’”  Bihaen, Seitan hemi lidim Jisas moa fo go antap long wanfala maonten wea hemi hae tumas.","An olketa givim wanfala stik long hem fo holem long raet han blong hem, an olketa nildaon go long frant blong hem.",0
86,"An Seitan hemi som hem evri kantri long disfala wol, an hemi som hem tu enikaen samting wea i barava lukgud tumas wea olketa kantri ya i garem.",Yufala nating minim yet?,0
87,"An Seitan hemi sei long Jisas, “Sapos yu nildaon fo mekhae long mi distaem, oraet, evrisamting wea yu lukim go ya, bae mi givim go long yu nao.”  Long taem ya, Jisas hemi tok olsem moa, “!Seitan, yu giraot!",Semsamting hemi hapen long mektu an mektri brata.,0
88,"Buktambu hemi sei, ‘Yufala mas mekhae long God Masta blong yufala an hem nomoa yufala mas wosipim hem.’”  So distaem nomoa, Seitan hemi goawe from Jisas nao.","Eniwan hu hemi garem ia, hemi mas heremgud nao olketa toktok ya.",0
89,"An long semtaem ya tu, olketa enjel olketa kam long Jisas fo helpem hem.",So yu tekem wejis blong yu an yu go nao.,0
90,"Nao taem Jisas hemi herem dat olketa putum Jon Baptaes insaet long prisin nomoa, hemi gobaek long provins long Galili nao.","So evrisamting wea olketa talem, yufala mas obeim an falom.",0
91,"Long taem ya, Jisas hemi no stap long taon long Nasaret moa, bat hemi go stap long taon long Kapaneam wea hemi kolsap long leik long Galili.",An olketa disaepol i fulumapem sevenfala basket long olketa pis kaikai wea olketa pipol no finisim.,0
