,first,second,label
11,"Ieman pikni did a Josaiya,  an Josaiya a did fi Jekonaiya faada plos im did av som ada bwai pikni.",Dis a roun di taim wen di Babiluoniyan dem did tek we di Izrel piipl dem an fuos dem fi go wok a Babilan.,1
12,Dis a roun di taim wen di Babiluoniyan dem did tek we di Izrel piipl dem an fuos dem fi go wok a Babilan.,"Afta da taim de:  Jekonaiya did av Shiyaltiyel,  an Shiyaltiyel did get Zeruubabel.",1
13,"Afta da taim de:  Jekonaiya did av Shiyaltiyel,  an Shiyaltiyel did get Zeruubabel.","Zeruubabel pikni did a Abiyud,  Abiyud a did Elaiyakim faada,  an Elaiyakim did a fi Azuor faada.",1
14,"Zeruubabel pikni did a Abiyud,  Abiyud a did Elaiyakim faada,  an Elaiyakim did a fi Azuor faada.","Azuor pikni did a Zadak,  Zadak pikni did a Akim,  an Akim did a Eliyud faada.",1
15,"Azuor pikni did a Zadak,  Zadak pikni did a Akim,  an Akim did a Eliyud faada.","Eliyud did a Elieza faada,  Elieza pikni did a Matan,  Matan a did fi Jiekob faada,  an Jiekob did a Juozif faada, dat a Mieri ozban — Mieri we did av Jiizas — dat a Krais Jiizas.",1
16,"Eliyud did a Elieza faada,  Elieza pikni did a Matan,  Matan a did fi Jiekob faada,  an Jiekob did a Juozif faada, dat a Mieri ozban — Mieri we did av Jiizas — dat a Krais Jiizas.","So fram Iebriyam go chriet baka Dievid, a fuotiin jinarieshan Jiizas did av.",1
17,"So fram Iebriyam go chriet baka Dievid, a fuotiin jinarieshan Jiizas did av.","An fram Dievid taim op tu wen dem did tek we di Izrel piipl dem an fuos dem fi go wok a Babilan a fuotiin jinarieshan Jiizas did av de-so tu, an fram da taim de tu wen Krais Jiizas baan, a fuotiin jinarieshan dat tu.",1
18,"An fram Dievid taim op tu wen dem did tek we di Izrel piipl dem an fuos dem fi go wok a Babilan a fuotiin jinarieshan Jiizas did av de-so tu, an fram da taim de tu wen Krais Jiizas baan, a fuotiin jinarieshan dat tu.",Jiizas Baan  (Luuk .-)  Dis a ou Jiizas Krais did baan.,1
19,Jiizas Baan  (Luuk .-)  Dis a ou Jiizas Krais did baan.,"Im mada Mieri did jos ingiej fi marid Juozif, dem neehn kom liv tugeda yet laik ozban an waif, bot dem fain se shi did av biebi iina beli, an a di Uoli Spirit did put di biebi de.",1
20,"Im mada Mieri did jos ingiej fi marid Juozif, dem neehn kom liv tugeda yet laik ozban an waif, bot dem fain se shi did av biebi iina beli, an a di Uoli Spirit did put di biebi de.","Nou Juozif, di man we shi did ingiej fi marid, im a did wan gud man we aalwiez du wa rait.",1
21,"Nou Juozif, di man we shi did ingiej fi marid, im a did wan gud man we aalwiez du wa rait.","Im neehn waahn shiem ar infronta evribadi, so im mek op im main fi lef ar anda di kwaiyat.",1
22,"Im neehn waahn shiem ar infronta evribadi, so im mek op im main fi lef ar anda di kwaiyat.","Jos wen Juozif did a tingk fi du dat, wach ya nou — wan a di Laad ienjel dem no jriim im.",1
23,"Jos wen Juozif did a tingk fi du dat, wach ya nou — wan a di Laad ienjel dem no jriim im.","Di ienjel se, “Juozif, Dievid pikni, no fried fi tek Mieri an marid ar, kaa di pikni we iina ar beli, a di Uoli Spirit put im de.",1
24,"Di ienjel se, “Juozif, Dievid pikni, no fried fi tek Mieri an marid ar, kaa di pikni we iina ar beli, a di Uoli Spirit put im de.","Shi a-go av wan bwai pikni an yu fi kaal im Jiizas, kaa im a-go siev im piipl dem fram dem sin.”  Nou aal a dem sitn ya apm fi mek wa di Laad did tel di prafit fi se kom chuu.",1
25,"Shi a-go av wan bwai pikni an yu fi kaal im Jiizas, kaa im a-go siev im piipl dem fram dem sin.”  Nou aal a dem sitn ya apm fi mek wa di Laad did tel di prafit fi se kom chuu.","Di prafit did se, “Lisn op!",1
26,"Di prafit did se, “Lisn op!","Di uman we neehn sliip wid no man a-go get biebi — a wan bwai shi a-go av, an dem a-go kaal im Imanyuwel.” Da niem de miin, “Gad de ya wid wi.”  Den wen Juozif wiek op, im du jos wa di ienjel tel im fi du.",1
27,"Di uman we neehn sliip wid no man a-go get biebi — a wan bwai shi a-go av, an dem a-go kaal im Imanyuwel.” Da niem de miin, “Gad de ya wid wi.”  Den wen Juozif wiek op, im du jos wa di ienjel tel im fi du.",Im tek Mieri an go marid ar.,1
28,Im tek Mieri an go marid ar.,Bot im neehn go a bed wid ar til shi av ar pikni — wan bwai biebi; an im niem im Jiizas.,1
29,Bot im neehn go a bed wid ar til shi av ar pikni — wan bwai biebi; an im niem im Jiizas.,"Di Waiz Man dem  Jiizas did baan iina Betliyem, wan toun iina Judiya.",1
30,"Di Waiz Man dem  Jiizas did baan iina Betliyem, wan toun iina Judiya.","Dem taim de, a Erad did a king iina Judiya.",1
31,"Dem taim de, a Erad did a king iina Judiya.","Nou, iina dem siem taim de, som waiz man fram di Iis said did kom a Jeruusilem an a aks, “We di pikni de we baan di ada die, we fi kom ton king fi di Juu piipl dem?",1
32,"Nou, iina dem siem taim de, som waiz man fram di Iis said did kom a Jeruusilem an a aks, “We di pikni de we baan di ada die, we fi kom ton king fi di Juu piipl dem?","Wi si im staar iina di Iis, we shuo se im baan, an wi kom fi shuo im nof rispek.”  Nou wen King Erad ier dis ya, dis bada bada im ed, an it bada uol iip a piipl iina Jeruusilem tu.",1
33,"Wi si im staar iina di Iis, we shuo se im baan, an wi kom fi shuo im nof rispek.”  Nou wen King Erad ier dis ya, dis bada bada im ed, an it bada uol iip a piipl iina Jeruusilem tu.","Erad kaal evribadi tugeda iina wan miitn — aal a di ed priis an di man dem we tiich Muoziz Laa — an im aks dem a wich paat di Krais — di king we Gad pramis, fi baan.",1
34,"Erad kaal evribadi tugeda iina wan miitn — aal a di ed priis an di man dem we tiich Muoziz Laa — an im aks dem a wich paat di Krais — di king we Gad pramis, fi baan.","Dem ansa se, “Iina Betliyem, kaaz a dat di prafit did rait dong:   ‘An yu Betliyem we iina Judiya,  wen yu luk pan aal di ada toun dem we a liid, yu no wot no les dan dem — yu op de mongks di tap-a-tap toun dem;  kaaz a fram outa yu wan liida a-go kom  we a-go protek an liid mi piipl dem we iina Izrel.’”  Den Erad sen kaal di waiz man dem fi kom kom chek im anda di kwaiyat, an fain out fram dem a wa taim dem did si di staar.",1
35,"Dem ansa se, “Iina Betliyem, kaaz a dat di prafit did rait dong:   ‘An yu Betliyem we iina Judiya,  wen yu luk pan aal di ada toun dem we a liid, yu no wot no les dan dem — yu op de mongks di tap-a-tap toun dem;  kaaz a fram outa yu wan liida a-go kom  we a-go protek an liid mi piipl dem we iina Izrel.’”  Den Erad sen kaal di waiz man dem fi kom kom chek im anda di kwaiyat, an fain out fram dem a wa taim dem did si di staar.","Im sen dem go a Betliyem an se, “Gwaan go luk fi di pikni.",1
36,"Im sen dem go a Betliyem an se, “Gwaan go luk fi di pikni.","Luk gud gud, an wen unu fain im, kom tel mi, so mi kyan go shuo im nof rispek tu.”  Afta dem don lisn di king, dem lef go we.",1
37,"Luk gud gud, an wen unu fain im, kom tel mi, so mi kyan go shuo im nof rispek tu.”  Afta dem don lisn di king, dem lef go we.","Az dem a go bout dem bizniz so, no di sed staar we dem did si iina di Iis said kom bak agen!",1
38,"Az dem a go bout dem bizniz so, no di sed staar we dem did si iina di Iis said kom bak agen!","It galang infronta dem til it riich wich paat di pikni did de, an a uova de-so it tap.",1
39,"It galang infronta dem til it riich wich paat di pikni did de, an a uova de-so it tap.",Wen dem did si di staar agen dem glad-bag bos!,1
40,Wen dem did si di staar agen dem glad-bag bos!,"Dem kom iina di ous an si di pikni wid im mada, Mieri, an dem go dong pan dem nii an priez im.",1
41,"Dem kom iina di ous an si di pikni wid im mada, Mieri, an dem go dong pan dem nii an priez im.","Dem tek out di prezent we dem did bring, an gi di pikni — guol, frangkinsens an mor.",1
42,"Dem tek out di prezent we dem did bring, an gi di pikni — guol, frangkinsens an mor.","Nou, chuu Gad did don waan dem aaf, an tel dem iina wan jriim se dem no fi go baka Erad, dem tek wan neda wie go baka dem konchri.",1
43,"Nou, chuu Gad did don waan dem aaf, an tel dem iina wan jriim se dem no fi go baka Erad, dem tek wan neda wie go baka dem konchri.","Ron go we a Iijip  Afta dem go we, wan a di Laad ienjel dem jriim Juozif an se, “Git op!",1
44,"Ron go we a Iijip  Afta dem go we, wan a di Laad ienjel dem jriim Juozif an se, “Git op!",Tek di pikni an im mada an ron we go a Iijip.,1
45,Tek di pikni an im mada an ron we go a Iijip.,"Tan de til mi tel yu, kaa Erad a-go luk fi di pikni fi kil im.” So im get op, tek op di pikni an im mada an lef go a Iijip iina di nait.",1
46,"Tan de til mi tel yu, kaa Erad a-go luk fi di pikni fi kil im.” So im get op, tek op di pikni an im mada an lef go a Iijip iina di nait.",An im tan de til Erad ded.,1
47,An im tan de til Erad ded.,"Da wie de, wa di Laad did yuuz di prafit fi se did kom chuu.",1
48,"Da wie de, wa di Laad did yuuz di prafit fi se did kom chuu.","Im did se, “A outa Iijip mi kaal mi bwai pikni.”  Wen Erad si se di waiz man dem did chrik im op, im beks til im nieli bos!",1
49,"Im did se, “A outa Iijip mi kaal mi bwai pikni.”  Wen Erad si se di waiz man dem did chrik im op, im beks til im nieli bos!","Im sen out aada, an kil aaf aal a di bwai pikni dem we did iina Betliyem an di plies dem we did de nier Betliyem, aal a di pikni dem we did a tuu ier uol an anda tuu.",1
50,"Im sen out aada, an kil aaf aal a di bwai pikni dem we did iina Betliyem an di plies dem we did de nier Betliyem, aal a di pikni dem we did a tuu ier uol an anda tuu.",Im du dat azkaadn tu di taim wen di waiz man did se dem si di staar.,1
51,Im du dat azkaadn tu di taim wen di waiz man did se dem si di staar.,"Den wa di Laad did yuuz di prafit Jerimaiya fi se, kom chuu:   “Piipl did ier sumadi a baal iina Raama,  dem did a ala an baal loud loud,  A Riechel did a baal fi ar pikni dem,  an shi no waahn nobadi fi osh ar,  kaa ar pikni dem gaan.”  Juozif dem Kom bak fram Iijip  Afta Erad ded, luk ya no: wan a di Laad ienjel dem no jriim Juozif wen im de a Iijip.",1
52,"Den wa di Laad did yuuz di prafit Jerimaiya fi se, kom chuu:   “Piipl did ier sumadi a baal iina Raama,  dem did a ala an baal loud loud,  A Riechel did a baal fi ar pikni dem,  an shi no waahn nobadi fi osh ar,  kaa ar pikni dem gaan.”  Juozif dem Kom bak fram Iijip  Afta Erad ded, luk ya no: wan a di Laad ienjel dem no jriim Juozif wen im de a Iijip.","Di ienjel se, “Git op, tek di pikni an im mada an gwaan a Izrel, kaa uu did a chrai fi kil di pikni, dem ded.”  So Juozif get op, tek di pikni an im mada an go baka Izrel.",1
53,"Di ienjel se, “Git op, tek di pikni an im mada an gwaan a Izrel, kaa uu did a chrai fi kil di pikni, dem ded.”  So Juozif get op, tek di pikni an im mada an go baka Izrel.","Bot wen im ier se a Erad pikni, Arkelos, tek uova an did a ruul Judiya, im kech im fried an neehn waahn go de-so.",1
54,"Bot wen im ier se a Erad pikni, Arkelos, tek uova an did a ruul Judiya, im kech im fried an neehn waahn go de-so.","An kaa Gad did waan im aaf iina wan jriim, im lef go Gyalalii insted.",1
55,"An kaa Gad did waan im aaf iina wan jriim, im lef go Gyalalii insted.",Im kom a wan toun niem Nazaret an tan de-so.,1
56,Im kom a wan toun niem Nazaret an tan de-so.,A so kom wa di prafit dem did se kom chuu.,1
57,A so kom wa di prafit dem did se kom chuu.,"Azkaadn tu di prafit dem, dem a-go kaal Jiizas wan Nazariin man.",1
58,"Azkaadn tu di prafit dem, dem a-go kaal Jiizas wan Nazariin man.","Jan di Baptis  (Maak .-; Luuk .-, -; Jan .-)  Nou iina dem die de, wan man niem Jan di Baptis kom iina di dezot paat a Judiya an staat priich Gad wod.",1
59,"Jan di Baptis  (Maak .-; Luuk .-, -; Jan .-)  Nou iina dem die de, wan man niem Jan di Baptis kom iina di dezot paat a Judiya an staat priich Gad wod.","Im se, “Ton we fram unu sin, kaa di die suun kom wen evn a-go ruul uova di worl iina evri wie!” A im Aizaiya, di prafit, did a taak bout wen im se:  “Sumadi a shout iina di dezot,  ‘Klier di wie fi di Laad kom chuu,  mek di chrak we im fi waak pan chriet.’”  Nou a kluoz we mek outa Kyamil ier Jan did wier, an im did av wan leda belt roun im wies.",1
60,"Im se, “Ton we fram unu sin, kaa di die suun kom wen evn a-go ruul uova di worl iina evri wie!” A im Aizaiya, di prafit, did a taak bout wen im se:  “Sumadi a shout iina di dezot,  ‘Klier di wie fi di Laad kom chuu,  mek di chrak we im fi waak pan chriet.’”  Nou a kluoz we mek outa Kyamil ier Jan did wier, an im did av wan leda belt roun im wies.",An fi im fuud a did graasapa an oni we im get outa di dezot.,1
61,An fi im fuud a did graasapa an oni we im get outa di dezot.,"Piipl fram Jeruusilem, piipl fram di uol a Judiya an aal a di plies dem nier Jaadn riva did a go tu im, an wen dem taak infronta evribadi bout aal a di rang sitn we dem du, an ou dem sari se dem du dem sitn de, im baptaiz dem iina di Jaadn Riva.",1
62,"Piipl fram Jeruusilem, piipl fram di uol a Judiya an aal a di plies dem nier Jaadn riva did a go tu im, an wen dem taak infronta evribadi bout aal a di rang sitn we dem du, an ou dem sari se dem du dem sitn de, im baptaiz dem iina di Jaadn Riva.","Bot wen im si uol iip a piipl fram di Farisii an Sadyusii gruup a kom fi im baptaiz dem, im se tu dem se, “Unu siniek pikni unu!",1
63,"Bot wen im si uol iip a piipl fram di Farisii an Sadyusii gruup a kom fi im baptaiz dem, im se tu dem se, “Unu siniek pikni unu!",A uu waan unu fi ron we fram di jojment we a kom?,1
64,A uu waan unu fi ron we fram di jojment we a kom?,Du di sitn dem we shuo se unu riili tap sin.,1
65,Du di sitn dem we shuo se unu riili tap sin.,"An no bada se dis an tingk se unu sief: ‘A Iebriyam a wi faada.’ Mek mi tel unu sopm, Gad kyan mek pikni fi Iebriyam outa dem rakstuon ya ef im waahn!",1
66,"An no bada se dis an tingk se unu sief: ‘A Iebriyam a wi faada.’ Mek mi tel unu sopm, Gad kyan mek pikni fi Iebriyam outa dem rakstuon ya ef im waahn!",Rait ya nou di aks de a di chrii ruut.,1
67,Rait ya nou di aks de a di chrii ruut.,An evri wan a di chrii dem we naa bier gud fruut a-go chap dong an bon op iina faiya.,1
68,An evri wan a di chrii dem we naa bier gud fruut a-go chap dong an bon op iina faiya.,Mi tek waata baptaiz unu fi shuo se unu ton we fram sin.,1
69,Mi tek waata baptaiz unu fi shuo se unu ton we fram sin.,Bot sumadi a kom we muo powaful dan mi.,1
70,Bot sumadi a kom we muo powaful dan mi.,Mi no iivn gud inof fi aal kyari im slipaz.,1
71,Mi no iivn gud inof fi aal kyari im slipaz.,"Im wi tek di Uoli Spirit an faiya, an baptaiz unu.",1
72,"Im wi tek di Uoli Spirit an faiya, an baptaiz unu.","Im av im faak iina im an redi, an im a-go riek op di fluor wich paat di grien chrash out.",1
73,"Im av im faak iina im an redi, an im a-go riek op di fluor wich paat di grien chrash out.","Im a-go gyada op di grien an put it iina di bochri, bot im a-go bon op di chrash iina wan faiya we kyaahn out.”  Jiizas Get Baptaiz  (Maak .-; Luuk .-)  Den Jiizas kom fram Gyalalii fi Jan baptaiz im iina Jaadn Riva.",1
74,"Im a-go gyada op di grien an put it iina di bochri, bot im a-go bon op di chrash iina wan faiya we kyaahn out.”  Jiizas Get Baptaiz  (Maak .-; Luuk .-)  Den Jiizas kom fram Gyalalii fi Jan baptaiz im iina Jaadn Riva.",Bot Jan chrai fi tap im.,1
75,Bot Jan chrai fi tap im.,"Jan se, “A yu fi a baptaiz mi, an yu kom fi mi baptaiz yu?”  So Jiizas ansa im se, “Rait ya nou, du wa mi aks yu fi du, da wie ya wi wi du aal we Gad waahn wi fi du!” So Jan se aarait den an du it.",1
76,"Jan se, “A yu fi a baptaiz mi, an yu kom fi mi baptaiz yu?”  So Jiizas ansa im se, “Rait ya nou, du wa mi aks yu fi du, da wie ya wi wi du aal we Gad waahn wi fi du!” So Jan se aarait den an du it.","Az Jiizas don baptaiz so, wen im a kom op outa di waata, aal av a sodn evn uopm op an im si Gad Spirit a kom dong pan im laka wan dov.",1
77,"Az Jiizas don baptaiz so, wen im a kom op outa di waata, aal av a sodn evn uopm op an im si Gad Spirit a kom dong pan im laka wan dov.",Di Devl Chrai fi Mek Jiizas Du Rang  (Maak .-; Luuk .-)  Den di Uoli Spirit tek Jiizas iina di dezot so di devl kuda chrai fi mek im du rang.,1
78,Di Devl Chrai fi Mek Jiizas Du Rang  (Maak .-; Luuk .-)  Den di Uoli Spirit tek Jiizas iina di dezot so di devl kuda chrai fi mek im du rang.,"Afta Jiizas neehn nyam notn fi uol-a faati die an faati nait, im beli did a baal tu ou im onggri.",1
79,"Afta Jiizas neehn nyam notn fi uol-a faati die an faati nait, im beli did a baal tu ou im onggri.","A da taim de di devl, we eva a chrai mek piipl du rang, kom se tu im se, “Ef yu a Gad Bwai Pikni, tel dem rakstuon ya fi ton bred.”  Jiizas ansa bak, “It rait dong iina Gad wod se, ‘Man no liv pan bred wan.",1
80,"A da taim de di devl, we eva a chrai mek piipl du rang, kom se tu im se, “Ef yu a Gad Bwai Pikni, tel dem rakstuon ya fi ton bred.”  Jiizas ansa bak, “It rait dong iina Gad wod se, ‘Man no liv pan bred wan.","Bot wi niid evri wod we kom outa Gad mout fi riili liv.”  Afta dat, di devl tek Jiizas kyari im go Jeruusilem, di uoli siti.",1
81,"Bot wi niid evri wod we kom outa Gad mout fi riili liv.”  Afta dat, di devl tek Jiizas kyari im go Jeruusilem, di uoli siti.","Im mek im go tan op pan di taalis paat a Gad ous, an im se tu im se, “Ef yu a Gad Bwai Pikni, jomp aafa ya-so.",1
82,"Im mek im go tan op pan di taalis paat a Gad ous, an im se tu im se, “Ef yu a Gad Bwai Pikni, jomp aafa ya-so.","Kaaz it rait dong se,  ‘Gad wi tel im ienjel dem fi tek gud kier a yu,’  an dat ‘Dem a-go kech yu,  so yu no lik op yu fut pan rakstuon.’ ”  Jiizas ansa im se, “Bot it rait dong tu, se ‘No tes di Laad we a yu Gad.’”  Den di devl kyari im go wan taal taal mountn an shuo im aal a di konchri dem iina di worl an shuo im ou dem luk gud an ting.",1
83,"Kaaz it rait dong se,  ‘Gad wi tel im ienjel dem fi tek gud kier a yu,’  an dat ‘Dem a-go kech yu,  so yu no lik op yu fut pan rakstuon.’ ”  Jiizas ansa im se, “Bot it rait dong tu, se ‘No tes di Laad we a yu Gad.’”  Den di devl kyari im go wan taal taal mountn an shuo im aal a di konchri dem iina di worl an shuo im ou dem luk gud an ting.","Den im se tu Jiizas se, “Mi wi gi yu aal a dem sitn ya ef yu go dong pan yu nii an se mi a Gad, an worship mi.”  Jiizas ansa bak, “Muuv an gu we fram mi Sietan!",1
84,"Den im se tu Jiizas se, “Mi wi gi yu aal a dem sitn ya ef yu go dong pan yu nii an se mi a Gad, an worship mi.”  Jiizas ansa bak, “Muuv an gu we fram mi Sietan!","It rait dong se, ‘Yu fi worship di Laad we a yu Gad, an a im wan yu fi sorv.’”  Afta dat di devl lef im, an ienjel kom kom luk aafa im.",1
85,"It rait dong se, ‘Yu fi worship di Laad we a yu Gad, an a im wan yu fi sorv.’”  Afta dat di devl lef im, an ienjel kom kom luk aafa im.","Jiizas Staat Priich iina Gyalalii  Nou wen Jiizas ier se dem lak op Jan, im lef go a Gyalalii.",1
86,"Jiizas Staat Priich iina Gyalalii  Nou wen Jiizas ier se dem lak op Jan, im lef go a Gyalalii.","Wen im de a Gyalalii, im lef fram Nazaret an kom liv a Kyaporniyom, a di sii-said, iina di Zebyulan an Naftali ieriya, da wie de, wa di prafit Aizaiya did se wuda kom chuu:   “Zebyulan an Naftali,  di plies dem we yu afi paas wen ya'a go a Gyalalii sii, di plies dem we de kraas fram Riva Jaadn,  di siem Gyalalii we di piipl dem we a no Juu liv —   di piipl dem we sidong iina di daak  Gad shuo dem wan nyuu laif — a laka wan brait lait dem si.",1
87,"Wen im de a Gyalalii, im lef fram Nazaret an kom liv a Kyaporniyom, a di sii-said, iina di Zebyulan an Naftali ieriya, da wie de, wa di prafit Aizaiya did se wuda kom chuu:   “Zebyulan an Naftali,  di plies dem we yu afi paas wen ya'a go a Gyalalii sii, di plies dem we de kraas fram Riva Jaadn,  di siem Gyalalii we di piipl dem we a no Juu liv —   di piipl dem we sidong iina di daak  Gad shuo dem wan nyuu laif — a laka wan brait lait dem si.","An aal uu weehn a liv, bot neehn riili a liv fi chuu,  a laik nait don an di son a kom op, kaa Gad kom kom siev unu ya nou.”  Fram da taim de, Jiizas staat priich da mesij ya: “Ton we fram unu sin an chienj unu wiez, kaa di die suun kom wen evn a-go ruul uova di worl iina evri wie!”  Jiizas Kaal im Falara dem  (Maak .-; Luuk .-)  Wen Jiizas did a waak saida Gyalalii sii, im si tuu breda: Saiman, we dem kaal Piita, an Saiman breda, Anju.",1
88,"An aal uu weehn a liv, bot neehn riili a liv fi chuu,  a laik nait don an di son a kom op, kaa Gad kom kom siev unu ya nou.”  Fram da taim de, Jiizas staat priich da mesij ya: “Ton we fram unu sin an chienj unu wiez, kaa di die suun kom wen evn a-go ruul uova di worl iina evri wie!”  Jiizas Kaal im Falara dem  (Maak .-; Luuk .-)  Wen Jiizas did a waak saida Gyalalii sii, im si tuu breda: Saiman, we dem kaal Piita, an Saiman breda, Anju.","Di tuu a dem did a fling out dem net iina di sii fi kech fish, kaa dem did a fishaman.",1
89,"Di tuu a dem did a fling out dem net iina di sii fi kech fish, kaa dem did a fishaman.","Jiizas se tu dem se, “Fala mi, an mi a-go mek unu ton fishaman we kech piipl.” Dem lef dem net sed taim an fala Jiizas.",1
90,"Jiizas se tu dem se, “Fala mi, an mi a-go mek unu ton fishaman we kech piipl.” Dem lef dem net sed taim an fala Jiizas.",Wen im lef de-so an go forda out im si tuu ada breda: Jiemz an Jan — Zebidii bwai pikni dem.,1
91,Wen im lef de-so an go forda out im si tuu ada breda: Jiemz an Jan — Zebidii bwai pikni dem.,Di tuu a dem did de iina di buot wid dem faada a fiks op dem net.,1
92,Di tuu a dem did de iina di buot wid dem faada a fiks op dem net.,Jiizas kaal dem.,1
93,Jiizas kaal dem.,"Dem no bada lie-lie, dem lef dem buot an dem faada sed taim, an fala Jiizas.",1
94,"Dem no bada lie-lie, dem lef dem buot an dem faada sed taim, an fala Jiizas.","Jiizas Mek Sik Piipl Get Beta  (Luuk .-)  Da taim de, Jiizas did go aal uova Gyalalii a tiich iina di Juu dem choch.",1
95,"Jiizas Mek Sik Piipl Get Beta  (Luuk .-)  Da taim de, Jiizas did go aal uova Gyalalii a tiich iina di Juu dem choch.",Im did a priich di gud nyuuz bout Gad kindom an a get piipl beta — piipl we av aal kain-a siknis an we sik iina aal saat a wie.,1
96,Im did a priich di gud nyuuz bout Gad kindom an a get piipl beta — piipl we av aal kain-a siknis an we sik iina aal saat a wie.,"So piipl staat ier bout im muo an muo aal roun Siriya, an dem kyari aal saat a piipl kom we sik iina dis ya wie ar dat de wie.",1
97,"So piipl staat ier bout im muo an muo aal roun Siriya, an dem kyari aal saat a piipl kom we sik iina dis ya wie ar dat de wie.","Dem kyari piipl we pien op an a sofa fram aal saat a kraasiz, an aal uu did a sofa fram sitn we mek dem kech fits dem kyari dem kom tu.",1
98,"Dem kyari piipl we pien op an a sofa fram aal saat a kraasiz, an aal uu did a sofa fram sitn we mek dem kech fits dem kyari dem kom tu.","Dem kyari piipl we kyaahn waak, piipl we av diiman iina dem, an Jiizas get di uol a dem beta.",1
99,"Dem kyari piipl we kyaahn waak, piipl we av diiman iina dem, an Jiizas get di uol a dem beta.","Siek-a dat, wan bag a piipl staat fala baka im: piipl fram Gyalalii, di ten toun dem we dem kaal Dikyapolis, piipl fram Jeruusilem, Judiya an di plies dem we de paas Riva Jaadn.",1
100,"Siek-a dat, wan bag a piipl staat fala baka im: piipl fram Gyalalii, di ten toun dem we dem kaal Dikyapolis, piipl fram Jeruusilem, Judiya an di plies dem we de paas Riva Jaadn.","Wa Jiizas Priich se pan di Mountn  (Luuk .-)  Wen Jiizas si di kroud a piipl dem, im go op pan di mountn go sidong, an im falara dem kom tu im.",1
101,"Wa Jiizas Priich se pan di Mountn  (Luuk .-)  Wen Jiizas si di kroud a piipl dem, im go op pan di mountn go sidong, an im falara dem kom tu im.",Im uopm op im mout an staat fi tiich dem.,1
102,Im uopm op im mout an staat fi tiich dem.,"A dis im se:  “Aal a unu we nuo se unu niid Gad iina evri wie, Gad bles unu,  kaa di gud sitn dem we Gad gi wen im ruul piipl laif iina evri wie, a unu a-go get dem.",1
103,"A dis im se:  “Aal a unu we nuo se unu niid Gad iina evri wie, Gad bles unu,  kaa di gud sitn dem we Gad gi wen im ruul piipl laif iina evri wie, a unu a-go get dem.","Aal a uu a baal nou, Gad bles dem,  kaaz di taim a-go kom wen Gad a-go osh dem an mek dem api agen.",1
104,"Aal a uu a baal nou, Gad bles dem,  kaaz di taim a-go kom wen Gad a-go osh dem an mek dem api agen.","Aal a uu ombl demself, Gad bles dem,  kaa yu si di ort, a dem piipl de a-go kom get it.",1
105,"Aal a uu ombl demself, Gad bles dem,  kaa yu si di ort, a dem piipl de a-go kom get it.","Uu waahn du wa rait iina Gad yai so bad, dat it komiin laik se a ded dem a ded fi onggri an dem chuot jrai laik se dem no jringk waata ou lang, Gad bles unu,  kaa unu a-go get unu beli ful  Unu we paadn piipl, Gad bles unu,  kaaz im a-go paadn unu tu.",1
